iter,mean_ep_rew_step,ret,loss,fwd_mean,ep_len,fall_rate,vx_mean,sps
368,1.3399,68.0595,18.1095,nan,nan,nan,nan,2.805e+05
369,1.1431,67.0273,10.5087,nan,nan,nan,nan,2.807e+05
370,0.8302,67.0572,4.5695,nan,nan,nan,nan,2.809e+05
371,0.7899,67.2368,3.9767,nan,nan,nan,nan,2.812e+05
372,0.7981,67.8217,3.4403,nan,nan,nan,nan,2.814e+05
373,0.8061,68.7174,3.5968,nan,nan,nan,nan,2.816e+05
374,0.8127,69.4706,3.8352,nan,nan,nan,nan,2.819e+05
375,0.8270,70.1732,4.3211,5.0015,329.17,1.0000,0.7598,2.821e+05
376,0.9263,73.5069,0.8771,nan,nan,nan,nan,2.790e+05
377,0.8596,73.4468,1.3875,nan,nan,nan,nan,2.792e+05
378,0.8452,74.0925,1.9962,nan,nan,nan,nan,2.795e+05
379,0.8368,74.6227,2.6349,nan,nan,nan,nan,2.798e+05
380,0.8340,74.9637,3.5365,nan,nan,nan,nan,2.800e+05
381,0.8371,75.3272,4.0642,nan,nan,nan,nan,2.803e+05
382,1.0579,74.2057,14.4874,nan,nan,nan,nan,2.805e+05
383,1.7369,69.3046,24.9251,nan,nan,nan,nan,2.807e+05
384,0.8695,68.7897,8.0819,nan,nan,nan,nan,2.809e+05
385,0.6904,66.7892,5.6895,nan,nan,nan,nan,2.812e+05
386,0.6924,65.7607,6.2121,nan,nan,nan,nan,2.814e+05
387,0.7052,65.7791,6.8598,nan,nan,nan,nan,2.817e+05
388,0.7168,66.3667,6.3368,nan,nan,nan,nan,2.820e+05
389,0.7365,67.3910,5.8278,nan,nan,nan,nan,2.822e+05
390,0.7536,68.5070,5.0686,nan,nan,nan,nan,2.825e+05
391,0.7856,69.4945,5.5764,nan,nan,nan,nan,2.827e+05
392,0.9019,69.7355,7.7432,nan,nan,nan,nan,2.830e+05
393,1.2486,67.6240,15.8473,nan,nan,nan,nan,2.832e+05
394,1.2183,66.3386,12.4704,nan,nan,nan,nan,2.834e+05
395,0.8624,66.3442,6.0807,nan,nan,nan,nan,2.836e+05
396,0.7795,66.5543,4.4499,nan,nan,nan,nan,2.838e+05
397,0.8010,67.0355,4.3728,nan,nan,nan,nan,2.841e+05
398,0.8022,67.7982,4.5261,nan,nan,nan,nan,2.843e+05
399,0.8102,68.6910,4.2323,nan,nan,nan,nan,2.845e+05
400,0.8221,69.7071,4.0530,4.9953,296.54,1.0000,0.8423,2.847e+05
401,0.9612,73.7441,1.0545,nan,nan,nan,nan,2.816e+05
402,0.8702,73.5958,1.6147,nan,nan,nan,nan,2.818e+05
403,0.8530,74.3482,2.3283,nan,nan,nan,nan,2.821e+05
404,0.8436,74.9424,2.3685,nan,nan,nan,nan,2.823e+05
405,0.8400,75.5049,3.0561,nan,nan,nan,nan,2.825e+05
406,1.1348,73.7394,16.8664,nan,nan,nan,nan,2.827e+05
407,1.7986,69.0604,20.4549,nan,nan,nan,nan,2.829e+05
408,0.7677,68.1264,5.2936,nan,nan,nan,nan,2.832e+05
409,0.7097,66.1379,5.8865,nan,nan,nan,nan,2.834e+05
410,0.7080,64.6718,8.4067,nan,nan,nan,nan,2.836e+05
411,0.7057,64.6694,7.8567,nan,nan,nan,nan,2.839e+05
412,0.7179,65.5618,7.5625,nan,nan,nan,nan,2.841e+05
413,0.7297,66.6172,6.8024,nan,nan,nan,nan,2.843e+05
414,0.7393,67.4610,6.5521,nan,nan,nan,nan,2.846e+05
415,0.7549,68.2504,6.5044,nan,nan,nan,nan,2.848e+05
416,0.8785,68.3606,9.3157,nan,nan,nan,nan,2.850e+05
417,1.2646,66.5801,15.6963,nan,nan,nan,nan,2.852e+05
418,1.1985,66.1846,11.3956,nan,nan,nan,nan,2.854e+05
419,0.8492,66.0272,5.2368,nan,nan,nan,nan,2.856e+05
420,0.7703,66.0087,4.4477,nan,nan,nan,nan,2.858e+05
421,0.7869,66.3553,5.3845,nan,nan,nan,nan,2.860e+05
422,0.7992,67.1446,5.5946,nan,nan,nan,nan,2.862e+05
423,0.8052,68.2283,5.2789,nan,nan,nan,nan,2.864e+05
424,0.8100,69.0715,5.2283,nan,nan,nan,nan,2.866e+05
425,0.8216,69.9165,4.8730,4.9934,298.11,1.0000,0.8375,2.868e+05
426,0.9561,73.7487,1.1276,nan,nan,nan,nan,2.831e+05
427,0.8649,73.6075,2.3469,nan,nan,nan,nan,2.833e+05
428,0.8449,74.1093,2.2677,nan,nan,nan,nan,2.835e+05
429,0.8374,74.7079,3.2506,nan,nan,nan,nan,2.837e+05
430,0.8366,75.1359,2.9905,nan,nan,nan,nan,2.840e+05
431,0.9762,74.7173,10.0499,nan,nan,nan,nan,2.841e+05
432,1.9016,68.2083,24.6358,nan,nan,nan,nan,2.843e+05
433,0.8185,66.5426,8.4136,nan,nan,nan,nan,2.845e+05
434,0.6454,62.9732,7.9793,nan,nan,nan,nan,2.847e+05
435,0.6288,60.5047,9.7295,nan,nan,nan,nan,2.849e+05
436,0.6215,60.3562,8.3039,nan,nan,nan,nan,2.851e+05
437,0.6378,61.5808,7.4316,nan,nan,nan,nan,2.853e+05
438,0.6628,62.6241,6.2641,nan,nan,nan,nan,2.854e+05
439,0.6850,63.6689,5.9305,nan,nan,nan,nan,2.856e+05
440,0.7070,64.6913,5.0301,nan,nan,nan,nan,2.858e+05
441,0.7501,65.4634,5.0255,nan,nan,nan,nan,2.860e+05
442,1.0597,64.7352,10.2980,nan,nan,nan,nan,2.862e+05
443,1.3435,61.9247,13.3482,nan,nan,nan,nan,2.863e+05
444,0.8351,61.9674,6.9771,nan,nan,nan,nan,2.865e+05
445,0.7238,62.7916,4.7697,nan,nan,nan,nan,2.867e+05
446,0.7647,63.6995,5.5784,nan,nan,nan,nan,2.868e+05
447,0.7847,64.7095,4.7969,nan,nan,nan,nan,2.870e+05
448,0.7773,65.6605,4.3758,nan,nan,nan,nan,2.872e+05
449,0.7806,66.4138,4.2207,nan,nan,nan,nan,2.874e+05
450,0.7831,67.2851,3.6651,4.9982,343.39,1.0000,0.7279,2.875e+05
451,0.9009,70.8922,0.9517,nan,nan,nan,nan,2.840e+05
452,0.8364,71.0164,1.4298,nan,nan,nan,nan,2.842e+05
453,0.8315,71.9765,1.6769,nan,nan,nan,nan,2.843e+05
454,0.8367,72.9109,2.1527,nan,nan,nan,nan,2.845e+05
455,0.8456,73.9764,2.4937,nan,nan,nan,nan,2.847e+05
456,0.8548,75.2724,2.0885,nan,nan,nan,nan,2.849e+05
457,0.8711,76.5649,2.1189,nan,nan,nan,nan,2.850e+05
458,1.2993,73.5843,23.9688,nan,nan,nan,nan,2.852e+05
459,1.6885,66.5799,26.8197,nan,nan,nan,nan,2.854e+05
460,0.6959,65.0384,10.3889,nan,nan,nan,nan,2.856e+05
461,0.6688,59.9567,15.0637,nan,nan,nan,nan,2.857e+05
462,0.6420,58.5655,13.3625,nan,nan,nan,nan,2.859e+05
463,0.6545,62.3067,8.9998,nan,nan,nan,nan,2.860e+05
464,0.6843,64.9631,6.0106,nan,nan,nan,nan,2.862e+05
465,0.7077,66.2513,4.6947,nan,nan,nan,nan,2.864e+05
466,0.7330,67.3659,3.7669,nan,nan,nan,nan,2.866e+05
467,0.7548,68.6482,2.7331,nan,nan,nan,nan,2.867e+05
468,0.8033,69.3415,3.4507,nan,nan,nan,nan,2.869e+05
469,1.0466,68.5428,9.9033,nan,nan,nan,nan,2.871e+05
470,1.3198,66.5813,13.5838,nan,nan,nan,nan,2.872e+05
471,0.9622,66.8570,6.1533,nan,nan,nan,nan,2.874e+05
472,0.8143,67.3450,3.2721,nan,nan,nan,nan,2.876e+05
473,0.8632,67.8918,3.9809,nan,nan,nan,nan,2.877e+05
474,0.8817,68.6141,4.3355,nan,nan,nan,nan,2.879e+05
475,0.8428,69.4343,2.9066,4.9980,349.40,1.0000,0.7152,2.880e+05
476,0.9253,72.6262,0.8243,nan,nan,nan,nan,2.852e+05
477,0.8664,73.0071,1.3072,nan,nan,nan,nan,2.853e+05
478,0.8684,74.0996,1.5459,nan,nan,nan,nan,2.855e+05
479,0.8664,75.2673,1.5116,nan,nan,nan,nan,2.857e+05
480,0.8798,76.7168,1.5517,nan,nan,nan,nan,2.858e+05
481,0.8904,78.0884,1.5248,nan,nan,nan,nan,2.860e+05
482,0.9000,79.4098,1.4853,nan,nan,nan,nan,2.862e+05
483,1.0006,79.5693,8.6577,nan,nan,nan,nan,2.863e+05
484,2.0631,65.6908,46.4299,nan,nan,nan,nan,2.865e+05
485,0.4243,47.7258,47.0052,nan,nan,nan,nan,2.867e+05
486,0.1383,32.7892,46.1443,nan,nan,nan,nan,2.868e+05
487,0.1449,28.2615,48.6057,nan,nan,nan,nan,2.870e+05
488,0.0902,16.8304,45.7528,nan,nan,nan,nan,2.871e+05
489,-0.0807,2.7209,33.0856,nan,nan,nan,nan,2.873e+05
490,-0.2583,-3.5901,16.6603,nan,nan,nan,nan,2.875e+05
491,-0.2712,-4.6000,13.5276,nan,nan,nan,nan,2.877e+05
492,-0.2655,-4.4565,12.1981,nan,nan,nan,nan,2.879e+05
493,-0.2116,-4.1262,9.0955,nan,nan,nan,nan,2.881e+05
494,-0.1731,-4.5808,6.5771,nan,nan,nan,nan,2.883e+05
495,-0.1240,-4.9393,4.7869,nan,nan,nan,nan,2.885e+05
496,-0.0971,-5.2069,3.8833,nan,nan,nan,nan,2.887e+05
497,-0.0728,-4.9832,3.3931,nan,nan,nan,nan,2.889e+05
498,-0.0369,-4.5172,3.2205,nan,nan,nan,nan,2.890e+05
499,-0.0062,-3.7692,2.9965,nan,nan,nan,nan,2.892e+05
500,0.0329,-2.8529,2.9501,0.7265,66.96,1.0000,0.5407,2.894e+05
501,0.0675,-2.1500,3.3322,nan,nan,nan,nan,2.860e+05
502,0.0958,-0.8464,2.9681,nan,nan,nan,nan,2.862e+05
503,0.1116,0.1504,2.7083,nan,nan,nan,nan,2.864e+05
504,0.1422,0.9063,2.6234,nan,nan,nan,nan,2.865e+05
505,0.1565,1.6323,2.4916,nan,nan,nan,nan,2.867e+05
506,0.1878,2.4252,2.4300,nan,nan,nan,nan,2.869e+05
507,0.2056,3.2197,2.5680,nan,nan,nan,nan,2.871e+05
508,0.2298,3.8920,2.5793,nan,nan,nan,nan,2.873e+05
509,0.2378,4.5773,2.4861,nan,nan,nan,nan,2.874e+05
510,0.2649,5.2344,2.4207,nan,nan,nan,nan,2.876e+05
511,0.2782,5.8895,2.3932,nan,nan,nan,nan,2.878e+05
512,0.2958,6.5447,2.5018,nan,nan,nan,nan,2.879e+05
513,0.3100,7.1851,2.5944,nan,nan,nan,nan,2.881e+05
514,0.3285,8.0284,2.7391,nan,nan,nan,nan,2.883e+05
515,0.3476,8.7575,2.7514,nan,nan,nan,nan,2.884e+05
516,0.3659,9.6710,2.7538,nan,nan,nan,nan,2.886e+05
517,0.3862,10.4922,2.8632,nan,nan,nan,nan,2.887e+05
518,0.4038,11.2915,2.8943,nan,nan,nan,nan,2.889e+05
519,0.4229,12.1389,2.8676,nan,nan,nan,nan,2.891e+05
520,0.4429,12.7738,2.8894,nan,nan,nan,nan,2.892e+05
521,0.4540,13.8326,3.0348,nan,nan,nan,nan,2.894e+05
522,0.4729,14.4274,3.2336,nan,nan,nan,nan,2.895e+05
523,0.4792,15.1085,3.5904,nan,nan,nan,nan,2.897e+05
524,0.4914,16.1309,3.8336,nan,nan,nan,nan,2.898e+05
525,0.5016,16.6731,3.9969,1.6512,102.84,1.0000,0.8017,2.900e+05
526,0.4333,17.4032,1.8291,nan,nan,nan,nan,2.866e+05
527,0.5933,23.8048,4.4002,nan,nan,nan,nan,2.868e+05
528,0.5930,16.9041,6.0752,nan,nan,nan,nan,2.869e+05
529,0.4674,18.8491,5.1091,nan,nan,nan,nan,2.871e+05
530,0.5404,22.5685,6.1155,nan,nan,nan,nan,2.872e+05
531,0.5669,21.3463,7.5150,nan,nan,nan,nan,2.873e+05
532,0.5290,21.6484,7.5539,nan,nan,nan,nan,2.875e+05
533,0.5410,23.2574,7.8768,nan,nan,nan,nan,2.876e+05
534,0.5535,23.6965,8.6450,nan,nan,nan,nan,2.877e+05
535,0.5542,24.2504,9.2486,nan,nan,nan,nan,2.879e+05
536,0.5584,25.3986,8.9892,nan,nan,nan,nan,2.880e+05
537,0.5774,26.3437,8.7452,nan,nan,nan,nan,2.881e+05
538,0.5866,27.6331,9.5200,nan,nan,nan,nan,2.883e+05
539,0.5943,29.0231,10.2239,nan,nan,nan,nan,2.884e+05
540,0.6021,29.9761,10.4659,nan,nan,nan,nan,2.885e+05
541,0.6048,31.3579,11.8778,nan,nan,nan,nan,2.887e+05
542,0.6135,33.1077,12.4507,nan,nan,nan,nan,2.888e+05
543,0.6320,33.9734,13.3932,nan,nan,nan,nan,2.889e+05
544,0.6386,35.0157,14.4272,nan,nan,nan,nan,2.890e+05
545,0.6372,36.3772,13.4868,nan,nan,nan,nan,2.891e+05
546,0.6498,38.0111,14.5552,nan,nan,nan,nan,2.893e+05
547,0.6670,39.4756,14.2282,nan,nan,nan,nan,2.894e+05
548,0.6825,41.5299,14.1302,nan,nan,nan,nan,2.895e+05
549,0.7064,43.5355,12.3738,nan,nan,nan,nan,2.896e+05
550,0.7356,45.6748,12.0740,5.0023,299.78,1.0000,0.8345,2.897e+05
551,0.8983,55.4363,3.8805,nan,nan,nan,nan,2.866e+05
552,0.7627,52.4426,10.0881,nan,nan,nan,nan,2.867e+05
553,0.6956,50.8625,11.3425,nan,nan,nan,nan,2.869e+05
554,0.6687,51.4980,12.9540,nan,nan,nan,nan,2.870e+05
555,0.6836,52.0120,13.5980,nan,nan,nan,nan,2.871e+05
556,1.2096,51.9528,15.7507,nan,nan,nan,nan,2.872e+05
557,1.1765,52.3780,13.3575,nan,nan,nan,nan,2.873e+05
558,0.7011,54.3065,8.3750,nan,nan,nan,nan,2.874e+05
559,0.6990,55.5710,7.7419,nan,nan,nan,nan,2.875e+05
560,0.6985,56.4161,9.1609,nan,nan,nan,nan,2.877e+05
561,0.7095,56.9986,9.6861,nan,nan,nan,nan,2.878e+05
562,0.7366,57.4403,9.8391,nan,nan,nan,nan,2.879e+05
563,0.7519,58.4221,9.2423,nan,nan,nan,nan,2.880e+05
564,0.7621,59.4590,9.1958,nan,nan,nan,nan,2.881e+05
565,0.9340,59.7771,10.6148,nan,nan,nan,nan,2.882e+05
566,1.1383,59.3133,11.6690,nan,nan,nan,nan,2.883e+05
567,0.9238,60.2482,7.8801,nan,nan,nan,nan,2.884e+05
568,0.8018,61.6005,5.9546,nan,nan,nan,nan,2.886e+05
569,0.7794,62.6562,5.4285,nan,nan,nan,nan,2.887e+05
570,0.7753,63.4464,6.1386,nan,nan,nan,nan,2.888e+05
571,0.7902,63.8777,6.2832,nan,nan,nan,nan,2.889e+05
572,0.8050,64.4534,6.4910,nan,nan,nan,nan,2.890e+05
573,0.8188,65.1093,6.1266,nan,nan,nan,nan,2.891e+05
574,0.8693,65.4725,7.0758,nan,nan,nan,nan,2.892e+05
575,1.0466,65.1734,9.5188,5.0012,336.16,1.0000,0.7440,2.893e+05
576,0.9325,70.2131,1.0887,nan,nan,nan,nan,2.865e+05
577,0.8363,69.3022,2.2554,nan,nan,nan,nan,2.866e+05
578,0.7848,69.1787,3.3094,nan,nan,nan,nan,2.867e+05
579,0.7847,69.6756,3.7565,nan,nan,nan,nan,2.869e+05
580,0.7846,70.3501,3.4761,nan,nan,nan,nan,2.870e+05
581,0.7894,71.0356,3.4927,nan,nan,nan,nan,2.871e+05
582,1.1405,69.2943,14.6075,nan,nan,nan,nan,2.872e+05
583,1.6697,65.2319,16.0905,nan,nan,nan,nan,2.873e+05
584,0.7021,60.8782,11.1043,nan,nan,nan,nan,2.874e+05
585,0.6357,55.2604,18.3745,nan,nan,nan,nan,2.876e+05
586,0.6368,53.6160,17.2095,nan,nan,nan,nan,2.877e+05
587,0.6366,56.5970,13.1466,nan,nan,nan,nan,2.878e+05
588,0.6471,58.4741,11.2717,nan,nan,nan,nan,2.880e+05
589,0.6694,59.8411,10.4365,nan,nan,nan,nan,2.881e+05
590,0.6817,60.7732,9.0532,nan,nan,nan,nan,2.882e+05
591,0.7040,62.1401,7.8096,nan,nan,nan,nan,2.884e+05
592,0.8424,62.6203,8.6701,nan,nan,nan,nan,2.885e+05
593,1.0900,61.8674,10.0997,nan,nan,nan,nan,2.886e+05
594,0.9862,61.7940,8.3455,nan,nan,nan,nan,2.888e+05
595,0.8028,62.5922,5.8783,nan,nan,nan,nan,2.889e+05
596,0.8167,63.3255,4.9788,nan,nan,nan,nan,2.890e+05
597,0.8319,63.9990,5.1293,nan,nan,nan,nan,2.891e+05
598,0.8251,64.8532,4.1793,nan,nan,nan,nan,2.893e+05
599,0.8044,65.7289,3.9904,4.9982,337.29,1.0000,0.7409,2.894e+05
